A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	class
-721.0	108.0	38.0	886.0	141.0	1894.0	-212.0	761.0	-859.0	-267.0	1939.0	231.0	-659.0	-78.0	1832.0	-1093.0	-814.0	588.0	1604.0	1256.0	1
1327.0	1907.0	555.0	604.0	619.0	-1804.0	1553.0	1363.0	-1646.0	-623.0	1259.0	2491.0	52.0	128.0	107.0	-315.0	544.0	1689.0	273.0	-504.0	1
-2017.0	621.0	4073.0	52.0	-337.0	-1146.0	-2528.0	2232.0	-4417.0	1099.0	-3203.0	712.0	361.0	1988.0	-359.0	135.0	1961.0	-174.0	2508.0	177.0	0
-2389.0	273.0	1012.0	1038.0	305.0	-4294.0	-2498.0	2799.0	-343.0	13.0	-3121.0	56.0	-167.0	87.0	-87.0	65.0	441.0	-837.0	-1683.0	-1228.0	0
-1234.0	-3277.0	-3122.0	259.0	-938.0	-1231.0	355.0	-1448.0	2786.0	1789.0	-1105.0	1434.0	-2391.0	301.0	1873.0	-1311.0	5178.0	-2797.0	2028.0	1557.0	0
-1971.0	-3373.0	-34.0	-1246.0	-476.0	903.0	8.0	982.0	-1364.0	-156.0	-3521.0	507.0	1068.0	2363.0	-1149.0	2191.0	-3927.0	-92.0	-215.0	-2017.0	0
-21.0	738.0	1704.0	1476.0	348.0	-1199.0	1556.0	301.0	1636.0	1183.0	664.0	163.0	203.0	-424.0	118.0	1753.0	-124.0	-308.0	443.0	1581.0	1
-655.0	-342.0	-1798.0	197.0	567.0	2769.0	-201.0	-5649.0	507.0	655.0	3636.0	106.0	-2.0	1048.0	782.0	2899.0	1947.0	-821.0	-982.0	-1484.0	0
1217.0	883.0	576.0	747.0	652.0	603.0	564.0	1482.0	384.0	-1181.0	386.0	844.0	571.0	389.0	9.0	2209.0	-1414.0	298.0	434.0	2291.0	1
18.0	577.0	-1705.0	1608.0	-1724.0	-5838.0	1018.0	2789.0	2165.0	495.0	-92.0	1543.0	-3893.0	2016.0	379.0	1316.0	-1312.0	481.0	-2247.0	4715.0	0
1877.0	-565.0	-92.0	1456.0	1489.0	5404.0	1432.0	-1355.0	3333.0	-1264.0	1528.0	-27.0	594.0	1974.0	-9.0	1628.0	599.0	2818.0	991.0	-1385.0	0
27.0	458.0	111.0	559.0	42.0	1554.0	49.0	-74.0	-16.0	1267.0	1619.0	529.0	174.0	-215.0	-1199.0	715.0	-116.0	7.0	189.0	1196.0	1
2888.0	-1824.0	-28.0	-3272.0	-1168.0	-1602.0	716.0	-43.0	-912.0	882.0	-1642.0	-4153.0	2601.0	-615.0	-2765.0	56.0	-1636.0	-1339.0	1136.0	661.0	0
4057.0	-4289.0	-3375.0	-327.0	242.0	-33.0	1174.0	106.0	-3212.0	702.0	2203.0	1818.0	1409.0	-734.0	103.0	-1629.0	-232.0	4992.0	-3215.0	533.0	0
3633.0	-1098.0	-2821.0	3647.0	3292.0	3171.0	-1613.0	-1452.0	2566.0	-1948.0	-866.0	-1064.0	2075.0	-1944.0	5005.0	2665.0	-101.0	55.0	-195.0	-305.0	0
1467.0	1166.0	-2016.0	502.0	-373.0	828.0	-44.0	871.0	-1244.0	-896.0	-2528.0	-149.0	-277.0	798.0	756.0	-342.0	1888.0	2171.0	108.0	-2578.0	1
254.0	-14.0	884.0	-432.0	1114.0	129.0	1465.0	-307.0	1434.0	927.0	1875.0	-1031.0	1376.0	-563.0	332.0	425.0	63.0	39.0	1389.0	754.0	1
-2255.0	-4.0	38.0	-3806.0	291.0	2699.0	349.0	-122.0	-631.0	-694.0	1859.0	-466.0	-3242.0	1059.0	133.0	-1213.0	305.0	1206.0	-1125.0	3057.0	0
342.0	746.0	-94.0	125.0	868.0	72.0	-14.0	387.0	737.0	444.0	3261.0	531.0	186.0	1519.0	1578.0	2569.0	1738.0	1041.0	-1129.0	135.0	1
796.0	2275.0	52.0	1303.0	1736.0	1217.0	2354.0	1884.0	361.0	388.0	897.0	-72.0	-1283.0	1975.0	1742.0	1035.0	32.0	859.0	1147.0	-111.0	1
498.0	1386.0	-474.0	-906.0	282.0	918.0	-523.0	-524.0	732.0	1091.0	-14.0	-311.0	522.0	8.0	815.0	837.0	-58.0	19.0	259.0	14.0	1
-1223.0	-12.0	-463.0	-602.0	2176.0	-1787.0	1367.0	196.0	-727.0	-555.0	978.0	511.0	-586.0	206.0	1109.0	-1171.0	-1418.0	4242.0	3755.0	98.0	0
-6.0	-534.0	2015.0	-326.0	138.0	1226.0	14.0	176.0	803.0	-1146.0	-2.0	-1326.0	-395.0	485.0	-151.0	247.0	1213.0	822.0	-794.0	1496.0	1
-2062.0	1976.0	1647.0	1352.0	272.0	-149.0	8.0	441.0	1406.0	1812.0	2083.0	615.0	-41.0	735.0	1631.0	-994.0	1798.0	498.0	288.0	-418.0	1
1951.0	-845.0	1681.0	15.0	1501.0	1239.0	767.0	-501.0	1492.0	918.0	806.0	1106.0	575.0	1728.0	998.0	-434.0	2226.0	76.0	404.0	2068.0	1
1389.0	1071.0	834.0	-6.0	868.0	1377.0	346.0	87.0	1133.0	-364.0	1538.0	16.0	625.0	296.0	424.0	926.0	2914.0	5.0	-8.0	716.0	1
-1181.0	1797.0	775.0	692.0	422.0	1618.0	-604.0	256.0	1655.0	1828.0	1452.0	-769.0	-61.0	1925.0	55.0	-162.0	537.0	1448.0	-855.0	-251.0	1
-246.0	1494.0	-946.0	403.0	-851.0	1839.0	726.0	-479.0	1193.0	896.0	81.0	2739.0	29.0	-346.0	-572.0	-361.0	2426.0	69.0	182.0	77.0	1
1054.0	1487.0	1381.0	241.0	1298.0	1946.0	-237.0	588.0	-816.0	717.0	198.0	1684.0	839.0	1714.0	-1628.0	185.0	-96.0	1183.0	954.0	-1938.0	1
63.0	375.0	68.0	312.0	-302.0	-252.0	154.0	953.0	2125.0	-569.0	-393.0	549.0	2298.0	-52.0	-515.0	2335.0	-405.0	1206.0	-281.0	316.0	1
-2489.0	406.0	-2936.0	-1693.0	1081.0	-35.0	-393.0	-1774.0	259.0	119.0	-3068.0	152.0	-47.0	3764.0	-2842.0	1002.0	52.0	2871.0	746.0	-1328.0	0
796.0	-169.0	-1238.0	-1715.0	1432.0	-546.0	-589.0	512.0	1128.0	602.0	1146.0	295.0	1293.0	628.0	-208.0	493.0	-73.0	651.0	-47.0	1431.0	1
74.0	2707.0	525.0	-2278.0	1066.0	-3821.0	-1002.0	-49.0	691.0	-2674.0	-1756.0	1365.0	-1102.0	-1611.0	-174.0	3233.0	-2046.0	-3574.0	-2424.0	392.0	0
834.0	-1938.0	1492.0	2141.0	226.0	-3623.0	1898.0	-1122.0	346.0	1.0	2898.0	-723.0	2127.0	-173.0	-203.0	-2803.0	124.0	-1744.0	-47.0	2412.0	0
-2566.0	5427.0	-1187.0	1081.0	1007.0	357.0	-1448.0	-742.0	2477.0	1142.0	2856.0	-2083.0	-1447.0	-1314.0	1704.0	-1839.0	-4681.0	1832.0	-1014.0	-2527.0	0
1711.0	-318.0	474.0	-483.0	1419.0	965.0	-1174.0	293.0	808.0	88.0	1474.0	306.0	776.0	559.0	1052.0	754.0	1534.0	-1512.0	-214.0	73.0	1
1048.0	-344.0	-249.0	-45.0	165.0	276.0	-297.0	114.0	-364.0	-22.0	623.0	124.0	727.0	-38.0	1484.0	492.0	1802.0	746.0	-542.0	1288.0	1
493.0	-66.0	55.0	-86.0	-351.0	-955.0	768.0	15.0	-441.0	895.0	-1177.0	-529.0	-1241.0	708.0	-369.0	-27.0	321.0	1002.0	734.0	299.0	1
357.0	508.0	-1897.0	-825.0	-534.0	-2334.0	-2364.0	-61.0	1411.0	1906.0	2573.0	1293.0	-695.0	-3527.0	343.0	4667.0	4299.0	-1345.0	-2477.0	-116.0	0
2457.0	51.0	-788.0	-1348.0	1266.0	-2592.0	-1781.0	2354.0	1122.0	1943.0	-1171.0	53.0	2724.0	-786.0	2685.0	-2554.0	-167.0	-3661.0	2997.0	1618.0	0
-107.0	1659.0	581.0	1247.0	565.0	48.0	53.0	-244.0	-228.0	826.0	-392.0	-84.0	-42.0	212.0	88.0	1829.0	322.0	-926.0	903.0	-69.0	1
211.0	403.0	2083.0	478.0	-507.0	-118.0	-2058.0	-449.0	606.0	-3277.0	21.0	-394.0	-961.0	1214.0	5842.0	209.0	-2695.0	2042.0	-83.0	2675.0	0
-2812.0	-549.0	-568.0	1875.0	-2362.0	975.0	3784.0	2031.0	71.0	663.0	-4042.0	1455.0	3755.0	3498.0	-7.0	-1098.0	3258.0	-2335.0	-1122.0	-1241.0	0
-3073.0	-2005.0	97.0	-1375.0	1842.0	-2455.0	2252.0	2236.0	-1108.0	1357.0	2767.0	-2949.0	-36.0	44.0	2158.0	2517.0	-3999.0	2129.0	-1797.0	-695.0	0
1638.0	-4515.0	22.0	-993.0	69.0	-3194.0	2465.0	-1478.0	28.0	-1497.0	1364.0	3221.0	133.0	612.0	-1055.0	2423.0	-2217.0	1446.0	-2213.0	51.0	0
1515.0	222.0	83.0	-872.0	1566.0	1602.0	416.0	3.0	1407.0	1231.0	66.0	2025.0	683.0	-878.0	-54.0	-608.0	-33.0	99.0	652.0	283.0	1
42.0	-558.0	-105.0	-194.0	143.0	457.0	-514.0	-2173.0	22.0	-105.0	148.0	864.0	-1235.0	86.0	585.0	594.0	-1093.0	105.0	2015.0	1882.0	1
-68.0	-1772.0	-457.0	2755.0	-798.0	404.0	-478.0	-916.0	-1716.0	3087.0	-2812.0	-179.0	186.0	336.0	584.0	247.0	-526.0	-973.0	2343.0	-3477.0	0
658.0	656.0	2915.0	-521.0	1394.0	-157.0	-296.0	853.0	2033.0	1376.0	91.0	-338.0	-308.0	797.0	754.0	353.0	-26.0	534.0	522.0	-805.0	1
-4112.0	1182.0	998.0	884.0	-3369.0	1365.0	-1437.0	-436.0	-78.0	3252.0	-44.0	639.0	228.0	3019.0	-5446.0	-648.0	3878.0	3121.0	1605.0	114.0	0
4166.0	1267.0	27.0	2893.0	-3987.0	-443.0	-506.0	-2365.0	1432.0	-1676.0	1268.0	-1579.0	-1929.0	2162.0	721.0	153.0	-248.0	-523.0	-202.0	4224.0	0
2143.0	-1194.0	-1714.0	-153.0	-582.0	-565.0	-1912.0	218.0	-464.0	442.0	276.0	-697.0	-22.0	-2353.0	-602.0	654.0	1897.0	366.0	-472.0	-1578.0	0
-232.0	-1661.0	656.0	2437.0	534.0	-85.0	946.0	437.0	-564.0	-54.0	1453.0	162.0	-612.0	-734.0	1799.0	-1235.0	898.0	-1602.0	-386.0	-947.0	1
-745.0	-3506.0	47.0	-1526.0	-61.0	715.0	-37.0	412.0	-2049.0	225.0	-727.0	-1291.0	-2438.0	-423.0	278.0	-6662.0	-271.0	-2039.0	-1038.0	-1231.0	0
476.0	-215.0	-234.0	-1543.0	209.0	-1425.0	363.0	-2.0	1855.0	-268.0	714.0	231.0	-784.0	-1589.0	2052.0	814.0	-418.0	1185.0	367.0	-952.0	1
1623.0	-878.0	532.0	136.0	448.0	985.0	-6.0	847.0	-1217.0	-875.0	84.0	2588.0	1961.0	-722.0	953.0	2293.0	1304.0	133.0	1068.0	-357.0	1
1182.0	854.0	1412.0	-23.0	429.0	-938.0	1574.0	1428.0	1113.0	588.0	1985.0	-568.0	6.0	-4.0	224.0	201.0	917.0	534.0	1046.0	753.0	1
824.0	-704.0	1952.0	1814.0	1158.0	754.0	595.0	-394.0	438.0	-1674.0	1603.0	535.0	3582.0	1103.0	369.0	376.0	-761.0	2214.0	1024.0	519.0	1
13.0	805.0	228.0	2003.0	1993.0	924.0	-1672.0	114.0	501.0	2493.0	-54.0	3236.0	-2678.0	-2295.0	-3281.0	1349.0	-58.0	-2446.0	467.0	-4103.0	0
-2103.0	1261.0	-402.0	468.0	1228.0	299.0	-1379.0	-48.0	-85.0	1539.0	2663.0	66.0	1384.0	-685.0	-284.0	-178.0	1377.0	369.0	-471.0	32.0	1
2768.0	-1349.0	1025.0	28.0	-496.0	106.0	1522.0	577.0	2087.0	16.0	23.0	1276.0	-489.0	1259.0	1961.0	-507.0	609.0	-543.0	1198.0	-713.0	1
445.0	-101.0	797.0	-1077.0	895.0	3022.0	2329.0	1206.0	-1169.0	-46.0	972.0	-439.0	735.0	-428.0	-252.0	841.0	44.0	-192.0	91.0	1714.0	1
-569.0	371.0	-263.0	264.0	641.0	-1556.0	517.0	-143.0	-64.0	2975.0	341.0	102.0	354.0	708.0	969.0	-374.0	-56.0	537.0	1126.0	1479.0	1
15.0	-993.0	44.0	1862.0	-931.0	1054.0	753.0	-488.0	29.0	376.0	42.0	758.0	944.0	525.0	331.0	66.0	-162.0	415.0	-2279.0	1048.0	1
2452.0	-801.0	-708.0	501.0	-3112.0	-2514.0	-3169.0	286.0	643.0	572.0	-2775.0	2302.0	-2754.0	-862.0	964.0	-3229.0	-111.0	2502.0	-1122.0	1616.0	0
3175.0	-1906.0	-836.0	-273.0	-2921.0	-3254.0	79.0	1791.0	1255.0	-85.0	2756.0	434.0	-477.0	4044.0	126.0	654.0	96.0	1133.0	-71.0	164.0	0
2.0	-1208.0	-234.0	-1574.0	-2169.0	-153.0	1957.0	1615.0	188.0	-2094.0	315.0	-2334.0	-1868.0	-715.0	1382.0	-266.0	15.0	608.0	834.0	3161.0	0
-1433.0	43.0	3021.0	-4126.0	-566.0	2695.0	1368.0	-237.0	-2219.0	1639.0	2373.0	1733.0	166.0	-237.0	1413.0	-1198.0	-976.0	2861.0	421.0	-3413.0	0
-1402.0	-1222.0	-1818.0	93.0	186.0	-3915.0	3431.0	-584.0	1297.0	1.0	-88.0	21.0	4537.0	794.0	1165.0	2924.0	1963.0	135.0	-1031.0	5474.0	0
-422.0	1939.0	139.0	536.0	-529.0	358.0	225.0	63.0	913.0	-647.0	-736.0	-1349.0	1061.0	377.0	-395.0	1324.0	1324.0	-167.0	-948.0	154.0	1
-2854.0	-1948.0	316.0	-915.0	-1793.0	692.0	163.0	-1678.0	-27.0	1709.0	5147.0	-1798.0	-306.0	-1085.0	435.0	-558.0	934.0	-1136.0	-1513.0	-2197.0	0
-823.0	-1195.0	2265.0	-2785.0	1415.0	2438.0	35.0	1281.0	192.0	526.0	-1547.0	-433.0	-487.0	-29.0	-486.0	1521.0	5342.0	-1704.0	205.0	-412.0	0
1199.0	191.0	1815.0	-1008.0	699.0	921.0	39.0	-571.0	1406.0	518.0	-191.0	-332.0	856.0	-8.0	1372.0	-413.0	-377.0	-128.0	224.0	1538.0	1
1.0	-3143.0	191.0	1502.0	3841.0	926.0	-176.0	32.0	568.0	1382.0	-229.0	-1805.0	-1068.0	2608.0	1591.0	-2596.0	-1658.0	1341.0	-751.0	-564.0	0
76.0	953.0	-2756.0	-2867.0	-3852.0	-1086.0	2332.0	-65.0	-4876.0	-817.0	-646.0	-1082.0	-2099.0	8.0	-532.0	573.0	4186.0	144.0	-4865.0	-1481.0	0
-1721.0	599.0	-1075.0	1776.0	-189.0	738.0	-686.0	1646.0	138.0	-1671.0	577.0	-2163.0	-1051.0	-541.0	1432.0	-126.0	-663.0	1025.0	528.0	544.0	1
-84.0	-41.0	-2543.0	2135.0	4844.0	-1762.0	1071.0	211.0	-2348.0	-255.0	2258.0	-964.0	-851.0	-1438.0	88.0	-1993.0	626.0	8.0	-316.0	-4776.0	0
1418.0	-1731.0	1484.0	748.0	1685.0	-128.0	1657.0	187.0	1173.0	307.0	991.0	137.0	319.0	-87.0	48.0	1111.0	-91.0	894.0	1823.0	328.0	1
3598.0	1536.0	798.0	-4071.0	-2915.0	-919.0	-227.0	-2064.0	-178.0	-186.0	-2914.0	578.0	5195.0	1885.0	-1124.0	1714.0	42.0	-204.0	2.0	296.0	0
-1263.0	1168.0	1734.0	-314.0	1303.0	698.0	1378.0	935.0	-266.0	9.0	-482.0	499.0	11.0	683.0	-64.0	608.0	1219.0	-1116.0	952.0	768.0	1
496.0	49.0	413.0	1505.0	1493.0	-382.0	729.0	-135.0	1122.0	-102.0	392.0	-628.0	1018.0	-8.0	-137.0	1999.0	803.0	-1136.0	-589.0	1048.0	1
422.0	358.0	972.0	-122.0	126.0	4202.0	-1168.0	-801.0	1056.0	-1236.0	1396.0	293.0	5.0	235.0	-436.0	5161.0	-2386.0	-1277.0	2201.0	1919.0	0
393.0	2028.0	-1038.0	1274.0	-248.0	1328.0	2109.0	-523.0	638.0	1223.0	63.0	427.0	-1332.0	-199.0	895.0	825.0	607.0	675.0	2271.0	-59.0	1
1203.0	-2507.0	-329.0	2008.0	-678.0	-1387.0	3221.0	194.0	852.0	1755.0	3589.0	786.0	-2312.0	-145.0	1508.0	56.0	68.0	42.0	-4382.0	277.0	0
787.0	736.0	1911.0	206.0	-1336.0	-586.0	-22.0	1887.0	1144.0	1756.0	-516.0	44.0	1044.0	1688.0	1265.0	1.0	-98.0	522.0	874.0	42.0	1
496.0	951.0	32.0	-153.0	1363.0	-9.0	61.0	92.0	61.0	62.0	-1238.0	225.0	944.0	1336.0	-383.0	1304.0	-5.0	69.0	593.0	1067.0	1
153.0	-133.0	-855.0	-538.0	-1578.0	611.0	966.0	-101.0	168.0	58.0	-778.0	-296.0	-428.0	137.0	1122.0	972.0	456.0	102.0	-1004.0	205.0	1
-2124.0	-1115.0	1514.0	1304.0	-3777.0	839.0	-1984.0	-1716.0	838.0	708.0	1121.0	-3074.0	-3403.0	-1073.0	-3709.0	-6.0	-2127.0	-3555.0	644.0	-2059.0	0
-3453.0	-632.0	-3998.0	-1934.0	-1216.0	-3793.0	135.0	-1137.0	487.0	-2466.0	1343.0	297.0	2316.0	2629.0	-45.0	-32.0	1819.0	-324.0	8.0	1825.0	0
-1293.0	-668.0	-2638.0	1159.0	-622.0	-1928.0	-11.0	1604.0	-2.0	347.0	257.0	488.0	-701.0	1616.0	-1004.0	239.0	-2019.0	-467.0	-348.0	-1582.0	0
805.0	-324.0	155.0	1572.0	-1001.0	1197.0	1339.0	1311.0	623.0	-26.0	-871.0	532.0	27.0	2354.0	853.0	1651.0	-68.0	1276.0	115.0	-292.0	1
1231.0	2249.0	-1002.0	1229.0	1593.0	1885.0	-18.0	2591.0	1617.0	615.0	537.0	964.0	-677.0	-348.0	292.0	2134.0	476.0	986.0	-731.0	-211.0	1
579.0	488.0	615.0	1154.0	935.0	-83.0	607.0	1246.0	777.0	-36.0	1138.0	-278.0	1686.0	2326.0	279.0	693.0	-1026.0	291.0	1511.0	1758.0	1
3318.0	334.0	-496.0	-386.0	-2244.0	2275.0	-961.0	-1359.0	3512.0	-229.0	3789.0	-671.0	459.0	-1034.0	2752.0	-208.0	4587.0	267.0	-514.0	-3706.0	0
-385.0	-1106.0	176.0	2024.0	-565.0	732.0	3926.0	-869.0	2193.0	1853.0	-1001.0	2702.0	1431.0	-206.0	393.0	1667.0	-876.0	-3118.0	101.0	226.0	0
-261.0	-113.0	5749.0	-1162.0	4507.0	-1282.0	-732.0	131.0	-25.0	-439.0	-613.0	-595.0	-1204.0	-4648.0	2191.0	1537.0	2729.0	-456.0	-1131.0	-12.0	0
214.0	1223.0	-196.0	12.0	-548.0	1009.0	1973.0	1624.0	-18.0	1258.0	61.0	979.0	-925.0	-389.0	-189.0	143.0	-555.0	-446.0	199.0	-2024.0	1
-1451.0	3188.0	1207.0	-57.0	555.0	-2269.0	-3191.0	486.0	1702.0	-1762.0	-378.0	1576.0	-178.0	107.0	-9.0	-719.0	7.0	686.0	-487.0	-3873.0	0
438.0	61.0	-747.0	-2.0	1592.0	1394.0	-73.0	-304.0	-27.0	2692.0	188.0	-954.0	186.0	1952.0	-882.0	121.0	1599.0	1915.0	-1586.0	1262.0	1
-926.0	759.0	1625.0	676.0	-15.0	-206.0	-898.0	-295.0	1812.0	648.0	1077.0	-543.0	1233.0	-1128.0	2568.0	543.0	1223.0	-242.0	-79.0	-542.0	1
1222.0	1538.0	531.0	-316.0	-46.0	-76.0	1258.0	87.0	-97.0	941.0	-19.0	308.0	102.0	684.0	72.0	357.0	1801.0	118.0	-929.0	121.0	1
924.0	-1345.0	-1219.0	242.0	542.0	1264.0	362.0	-51.0	705.0	-224.0	226.0	1534.0	-99.0	-1158.0	194.0	544.0	1269.0	-33.0	1393.0	854.0	1
12.0	1945.0	465.0	1364.0	658.0	875.0	1231.0	-1194.0	-3.0	248.0	1189.0	1684.0	1457.0	1114.0	553.0	578.0	2326.0	141.0	-41.0	-735.0	1
-98.0	103.0	621.0	-2637.0	-323.0	-989.0	1387.0	156.0	1117.0	-1567.0	467.0	-1021.0	492.0	-25.0	1148.0	1427.0	-298.0	-839.0	-1408.0	2192.0	1
574.0	-6.0	-276.0	-402.0	-1599.0	1779.0	-828.0	26.0	1131.0	1472.0	-141.0	-172.0	-1253.0	61.0	-5.0	-69.0	1102.0	-1175.0	407.0	-894.0	1
-196.0	2438.0	-455.0	24.0	-387.0	1843.0	1167.0	548.0	204.0	482.0	657.0	719.0	123.0	123.0	-107.0	416.0	325.0	702.0	2601.0	1458.0	1
407.0	1389.0	-662.0	918.0	119.0	74.0	378.0	-352.0	6.0	1067.0	-564.0	1504.0	-3874.0	485.0	-3304.0	-1494.0	594.0	-1682.0	3102.0	-122.0	0
-1.0	9.0	1647.0	374.0	198.0	211.0	-27.0	-301.0	-1987.0	281.0	149.0	-1229.0	-207.0	-126.0	1124.0	-1973.0	976.0	1182.0	4.0	13.0	0
-1384.0	-1052.0	1241.0	2169.0	-26.0	1718.0	-2581.0	-926.0	68.0	-1992.0	-2384.0	-1985.0	1158.0	1477.0	1546.0	2708.0	13.0	681.0	926.0	93.0	0
3279.0	-1145.0	-207.0	2506.0	1414.0	-4311.0	1039.0	-1662.0	-1663.0	2408.0	-937.0	-633.0	2518.0	2817.0	-195.0	111.0	-223.0	702.0	-1851.0	-237.0	0
33.0	-847.0	-1161.0	-287.0	3008.0	989.0	187.0	196.0	-547.0	14.0	984.0	1212.0	-525.0	1001.0	829.0	-1372.0	511.0	2289.0	1752.0	-199.0	1
768.0	-87.0	278.0	-43.0	-881.0	1346.0	132.0	-283.0	-1121.0	2161.0	1588.0	203.0	-1486.0	188.0	105.0	958.0	1011.0	954.0	1668.0	978.0	1
-1836.0	1533.0	-1055.0	-5046.0	-5686.0	224.0	596.0	2694.0	4234.0	1053.0	-2094.0	-409.0	5.0	2285.0	-493.0	241.0	-969.0	1442.0	701.0	-1436.0	0
-3256.0	-567.0	-3781.0	27.0	1164.0	-468.0	-859.0	-1758.0	-237.0	24.0	-44.0	-71.0	-521.0	-4084.0	-588.0	-2154.0	1622.0	-257.0	1658.0	1707.0	0
-248.0	414.0	-975.0	-884.0	348.0	81.0	53.0	141.0	878.0	179.0	939.0	-403.0	1724.0	-434.0	674.0	795.0	308.0	374.0	-89.0	-12.0	1
-306.0	1766.0	-3255.0	-2544.0	3509.0	3242.0	2019.0	-449.0	-266.0	2083.0	-638.0	686.0	-47.0	-74.0	-62.0	558.0	-1906.0	708.0	-1428.0	-3173.0	0
205.0	-646.0	1081.0	-2081.0	-1117.0	121.0	1713.0	3894.0	-828.0	-346.0	-1364.0	1707.0	2404.0	-2159.0	226.0	-1199.0	3502.0	3137.0	-2415.0	-2012.0	0
1521.0	5.0	-765.0	1262.0	-5.0	243.0	-88.0	271.0	-873.0	-552.0	-314.0	-532.0	-1309.0	-715.0	-425.0	39.0	176.0	-66.0	902.0	-252.0	1
1361.0	2956.0	1405.0	2939.0	1433.0	-4.0	-328.0	-739.0	-601.0	1828.0	2397.0	-464.0	882.0	-2656.0	4205.0	-1393.0	-1335.0	-68.0	2296.0	253.0	0
584.0	-2.0	1062.0	-117.0	239.0	-631.0	672.0	-354.0	-751.0	404.0	1654.0	104.0	297.0	1079.0	1187.0	584.0	55.0	-1005.0	1986.0	-1002.0	1
-1022.0	-89.0	-189.0	382.0	-718.0	463.0	2464.0	-1361.0	-1031.0	-16.0	293.0	608.0	62.0	0.0	1158.0	-2189.0	766.0	-52.0	-188.0	987.0	1
-339.0	921.0	-18.0	-154.0	1.0	2068.0	3136.0	-1192.0	2293.0	-586.0	-102.0	-688.0	-238.0	-17.0	2105.0	461.0	-526.0	694.0	-2606.0	-2974.0	0
1066.0	-146.0	938.0	1549.0	209.0	504.0	1358.0	-521.0	-308.0	1362.0	1494.0	219.0	-1325.0	-25.0	719.0	-787.0	794.0	1006.0	187.0	291.0	1
1415.0	-3.0	356.0	-848.0	426.0	-1382.0	2142.0	3667.0	228.0	1645.0	-1014.0	-697.0	-818.0	225.0	-13.0	111.0	-854.0	-4871.0	14.0	1627.0	0
-506.0	-3254.0	175.0	219.0	-197.0	-1188.0	1967.0	-2873.0	35.0	1364.0	-4158.0	375.0	14.0	755.0	1917.0	555.0	-3449.0	2433.0	-1089.0	352.0	0
1806.0	-742.0	145.0	1601.0	-333.0	-336.0	1201.0	1082.0	-424.0	-384.0	1108.0	-806.0	2383.0	1471.0	1524.0	-274.0	-116.0	333.0	125.0	2559.0	1
858.0	76.0	2495.0	963.0	103.0	-3.0	-474.0	1772.0	-2962.0	-264.0	3027.0	-1963.0	162.0	-4021.0	-4277.0	-2106.0	-353.0	1734.0	1681.0	1877.0	0
2811.0	-1217.0	-1828.0	-4555.0	2874.0	-1347.0	-2954.0	-1076.0	1475.0	587.0	-817.0	-1226.0	2445.0	1899.0	2136.0	-3572.0	1367.0	-1244.0	3137.0	-857.0	0
-654.0	804.0	2673.0	1368.0	-408.0	-2071.0	-148.0	2515.0	959.0	203.0	762.0	2242.0	-424.0	745.0	-512.0	109.0	81.0	-579.0	95.0	1148.0	1
501.0	36.0	605.0	-317.0	372.0	-22.0	1618.0	-372.0	-1079.0	428.0	-1965.0	2138.0	1161.0	-86.0	1748.0	-34.0	1157.0	-87.0	1716.0	-102.0	1
-438.0	1403.0	275.0	-556.0	-283.0	1797.0	1797.0	1332.0	3168.0	-515.0	163.0	134.0	1114.0	608.0	-511.0	972.0	1138.0	278.0	1955.0	-936.0	1
-1256.0	3989.0	-2087.0	2487.0	-9.0	3719.0	-2977.0	273.0	224.0	283.0	5057.0	221.0	-2716.0	588.0	3268.0	646.0	138.0	-304.0	-202.0	1184.0	0
1525.0	133.0	999.0	1225.0	-43.0	708.0	186.0	566.0	763.0	-611.0	631.0	-1519.0	-526.0	36.0	-92.0	1348.0	989.0	-13.0	-224.0	1998.0	1
919.0	197.0	828.0	85.0	-204.0	484.0	217.0	323.0	-398.0	638.0	-624.0	1331.0	208.0	428.0	1192.0	1074.0	-2639.0	1025.0	643.0	1431.0	1
933.0	1504.0	817.0	154.0	-1092.0	1456.0	-881.0	-184.0	-166.0	-158.0	481.0	486.0	1481.0	87.0	265.0	574.0	-26.0	636.0	-507.0	-101.0	1
-222.0	-825.0	-632.0	1231.0	576.0	-3051.0	-1828.0	375.0	-517.0	-232.0	-1698.0	-36.0	335.0	-287.0	551.0	-2063.0	-3267.0	246.0	945.0	-1888.0	0
4.0	-231.0	-4138.0	2072.0	-163.0	-857.0	661.0	-5114.0	-2652.0	-1107.0	-311.0	2445.0	-107.0	854.0	2925.0	-3314.0	1264.0	1571.0	133.0	3452.0	0
-1991.0	-2362.0	3506.0	1631.0	-1788.0	-2843.0	4111.0	3413.0	1369.0	-2711.0	128.0	1986.0	-724.0	361.0	-5475.0	-955.0	656.0	6086.0	-2004.0	166.0	0
2432.0	-1006.0	-1752.0	-2893.0	-4288.0	3015.0	-239.0	445.0	-95.0	675.0	-223.0	1509.0	3063.0	2422.0	-105.0	-1438.0	-54.0	193.0	-301.0	3813.0	0
1484.0	984.0	1035.0	-125.0	-1194.0	1583.0	578.0	-34.0	1659.0	2135.0	692.0	396.0	845.0	588.0	1227.0	69.0	-14.0	-188.0	1923.0	-964.0	1
