Status	Duration	Credit-history	Purpose	Credit	Savings-account	Employment	Installment-rate	Personal-status	Debtors	Residence-time	Property	Age	Installments	Housing	Existing-credits	Job	Liable-people	Telephone	Foreign	class
0	36.0	2	9	9629.0	1	3	4.0	3	2	4.0	1	24.0	1	1	2.0	1	1.0	0	1	0
1	48.0	0	5	18424.0	1	0	1.0	0	2	2.0	0	32.0	0	1	1.0	0	1.0	0	0	0
0	24.0	1	5	1358.0	4	2	4.0	3	2	3.0	1	40.0	2	1	1.0	0	1.0	0	1	0
0	12.0	4	8	902.0	1	3	4.0	2	2	4.0	0	21.0	1	2	1.0	1	1.0	1	1	0
1	15.0	1	4	1264.0	2	0	2.0	2	2	2.0	0	25.0	1	2	1.0	1	1.0	1	1	0
0	6.0	2	3	3384.0	1	0	1.0	1	2	4.0	3	44.0	1	2	1.0	0	1.0	0	1	0
2	36.0	3	0	7980.0	4	1	4.0	3	2	4.0	1	27.0	1	2	2.0	1	1.0	0	1	0
0	30.0	4	3	3108.0	1	1	2.0	1	2	4.0	0	31.0	1	1	1.0	3	1.0	1	1	0
0	36.0	4	3	3446.0	1	2	4.0	3	2	2.0	1	42.0	1	1	1.0	1	2.0	1	1	0
2	21.0	2	4	12680.0	4	2	4.0	3	2	4.0	2	30.0	1	0	1.0	0	1.0	0	1	0
0	12.0	2	4	4843.0	1	2	3.0	3	0	4.0	0	43.0	1	2	2.0	1	1.0	0	1	0
0	36.0	2	2	8065.0	1	0	3.0	0	2	2.0	2	25.0	1	1	2.0	0	1.0	0	1	0
2	18.0	4	6	433.0	1	4	3.0	0	0	4.0	3	22.0	1	2	1.0	1	1.0	1	1	0
1	36.0	4	4	12389.0	4	0	1.0	3	2	4.0	2	37.0	1	0	1.0	1	1.0	0	1	0
2	9.0	2	4	1224.0	1	0	3.0	3	2	1.0	3	30.0	1	1	2.0	1	1.0	1	1	1
2	21.0	4	6	3160.0	4	2	4.0	3	2	3.0	0	41.0	1	1	1.0	1	1.0	0	1	1
2	24.0	2	6	1851.0	1	3	4.0	2	1	2.0	1	33.0	1	1	2.0	1	1.0	0	1	1
1	24.0	4	9	2760.0	4	2	4.0	3	2	4.0	2	36.0	0	0	1.0	1	1.0	0	1	1
0	6.0	4	1	343.0	1	1	4.0	0	2	1.0	3	27.0	1	1	1.0	1	1.0	1	1	1
2	15.0	4	9	1300.0	4	2	4.0	3	2	4.0	2	45.0	0	0	1.0	1	2.0	1	1	1
2	12.0	2	4	1495.0	1	2	4.0	3	2	1.0	3	38.0	1	1	2.0	3	2.0	1	1	1
2	6.0	2	6	700.0	4	2	4.0	3	2	4.0	2	36.0	1	0	2.0	1	1.0	1	1	1
2	36.0	2	9	5711.0	3	2	4.0	3	2	2.0	1	38.0	1	1	2.0	0	1.0	0	1	1
2	6.0	0	4	1204.0	2	0	4.0	3	2	1.0	2	35.0	0	2	1.0	1	1.0	1	0	1
2	6.0	2	6	1237.0	2	0	1.0	0	2	1.0	0	27.0	1	1	2.0	1	1.0	1	1	1
2	6.0	2	6	1554.0	1	3	1.0	0	2	2.0	1	24.0	1	2	2.0	1	1.0	0	1	1
2	21.0	2	3	2288.0	1	1	4.0	0	2	4.0	0	23.0	1	1	1.0	1	1.0	0	1	1
2	18.0	2	4	1028.0	1	0	4.0	0	2	3.0	3	36.0	1	1	2.0	1	1.0	1	1	1
0	21.0	4	4	3763.0	4	3	2.0	3	0	2.0	3	24.0	1	1	1.0	3	1.0	1	0	1
1	48.0	4	4	8487.0	4	3	1.0	0	2	2.0	1	24.0	1	1	1.0	1	1.0	1	1	1
0	24.0	4	0	6568.0	1	0	2.0	2	2	2.0	1	21.0	2	1	1.0	3	1.0	1	1	1
2	24.0	2	9	6842.0	4	0	2.0	3	2	4.0	0	46.0	1	1	2.0	0	2.0	0	1	1
2	6.0	4	3	1543.0	3	0	4.0	1	2	2.0	3	33.0	1	1	1.0	1	1.0	1	1	1
2	4.0	2	4	1455.0	1	3	2.0	3	2	1.0	3	42.0	1	1	3.0	3	2.0	1	1	1
2	60.0	2	4	13756.0	4	2	2.0	3	2	4.0	2	63.0	0	0	1.0	0	1.0	0	1	1
2	24.0	3	0	2375.0	0	0	4.0	3	2	2.0	1	44.0	1	1	2.0	1	2.0	0	1	1
2	12.0	4	4	1101.0	1	0	3.0	2	2	2.0	3	27.0	1	1	2.0	1	1.0	0	1	1
2	18.0	2	9	3850.0	1	3	3.0	3	2	1.0	1	27.0	1	1	2.0	1	1.0	1	1	1
2	9.0	2	6	3074.0	4	0	1.0	3	2	2.0	3	33.0	1	1	2.0	1	2.0	1	1	1
3	21.0	4	4	2923.0	2	0	1.0	0	2	1.0	1	28.0	0	1	1.0	0	1.0	0	1	1
2	24.0	3	0	2978.0	4	0	4.0	3	2	4.0	3	32.0	1	1	2.0	1	2.0	0	1	1
1	24.0	3	0	6967.0	2	3	4.0	3	2	4.0	1	36.0	1	2	1.0	0	1.0	0	1	1
2	12.0	4	6	776.0	1	0	4.0	2	2	2.0	3	28.0	1	1	1.0	1	1.0	1	1	1
1	18.0	2	6	1795.0	1	2	3.0	0	1	4.0	3	48.0	0	2	2.0	3	1.0	0	1	1
1	48.0	1	4	12169.0	4	4	4.0	3	0	4.0	2	36.0	1	0	1.0	0	1.0	0	1	1
1	12.0	4	6	625.0	1	1	4.0	2	1	1.0	3	26.0	0	1	1.0	3	1.0	1	1	1
2	15.0	2	3	1520.0	4	2	4.0	3	2	4.0	0	63.0	1	1	1.0	1	1.0	1	1	1
2	12.0	2	6	1934.0	1	2	2.0	3	2	2.0	2	26.0	1	1	2.0	1	1.0	1	1	1
2	48.0	2	0	7629.0	4	2	4.0	1	2	2.0	1	46.0	0	1	2.0	0	2.0	1	1	1
2	24.0	4	4	1393.0	1	0	2.0	3	1	2.0	3	31.0	1	1	1.0	1	1.0	0	1	1
1	14.0	4	0	1410.0	0	2	1.0	2	2	2.0	3	35.0	1	1	1.0	1	1.0	0	1	1
2	10.0	2	3	2146.0	1	1	1.0	0	2	3.0	3	23.0	1	2	2.0	1	1.0	1	1	1
2	30.0	4	6	2333.0	0	2	4.0	3	2	2.0	1	30.0	0	1	1.0	0	1.0	1	1	1
2	15.0	2	2	1532.0	2	0	4.0	0	2	3.0	1	31.0	1	1	1.0	1	1.0	1	1	1
3	24.0	2	0	1275.0	3	0	2.0	1	2	4.0	3	36.0	1	1	2.0	1	1.0	0	1	1
1	18.0	4	7	3872.0	1	4	2.0	0	2	4.0	1	67.0	1	1	1.0	1	1.0	0	1	1
2	24.0	4	6	3181.0	1	1	4.0	0	2	4.0	0	26.0	1	1	1.0	1	1.0	0	1	1
0	18.0	4	6	3509.0	1	3	4.0	0	1	1.0	3	25.0	1	1	1.0	1	1.0	1	1	1
1	18.0	4	0	1913.0	3	1	3.0	2	2	3.0	3	36.0	0	1	1.0	1	1.0	0	1	1
2	24.0	4	6	2284.0	1	3	4.0	3	2	2.0	1	28.0	1	1	1.0	1	1.0	0	1	1
0	15.0	4	0	806.0	1	0	4.0	0	2	4.0	0	22.0	1	1	1.0	3	1.0	1	1	1
0	9.0	4	6	1364.0	1	3	3.0	3	2	4.0	3	59.0	1	1	1.0	1	1.0	1	1	1
0	36.0	2	3	2348.0	1	0	3.0	2	2	2.0	0	46.0	1	1	2.0	1	1.0	0	1	1
2	12.0	4	0	1542.0	1	3	2.0	3	2	4.0	1	36.0	1	1	1.0	1	1.0	0	1	1
2	48.0	2	2	6110.0	1	0	1.0	3	2	3.0	2	31.0	0	0	1.0	1	1.0	0	1	1
2	24.0	2	0	4139.0	2	0	3.0	3	2	3.0	0	27.0	1	1	2.0	3	1.0	0	1	1
0	47.0	4	4	10722.0	1	1	1.0	0	2	1.0	3	35.0	1	1	1.0	3	1.0	0	1	1
2	36.0	2	4	6614.0	1	2	4.0	3	2	4.0	1	34.0	1	1	2.0	0	1.0	0	1	1
3	12.0	4	4	1330.0	1	1	4.0	3	2	1.0	3	26.0	1	1	1.0	1	1.0	1	1	1
0	24.0	4	3	4169.0	1	0	4.0	3	2	4.0	0	28.0	1	1	1.0	1	1.0	1	1	1
0	24.0	4	5	1755.0	1	2	4.0	0	1	4.0	3	58.0	1	1	1.0	3	1.0	0	1	1
2	24.0	2	9	5804.0	3	0	4.0	3	2	2.0	3	27.0	1	1	2.0	1	1.0	1	1	1
2	28.0	1	9	7824.0	4	1	3.0	3	1	4.0	3	40.0	0	2	2.0	1	2.0	0	1	1
1	13.0	4	6	2101.0	1	1	2.0	0	1	4.0	0	23.0	1	1	1.0	3	1.0	1	1	1
2	9.0	4	0	1449.0	1	3	3.0	0	2	2.0	1	27.0	1	1	2.0	1	1.0	1	1	1
0	18.0	0	0	3104.0	1	3	3.0	3	2	1.0	0	31.0	0	1	1.0	1	1.0	0	1	1
2	24.0	2	0	4526.0	1	0	3.0	3	2	2.0	3	74.0	1	1	1.0	0	1.0	0	1	1
1	7.0	4	6	2329.0	1	1	1.0	0	1	1.0	3	45.0	1	1	1.0	1	1.0	1	1	1
0	48.0	4	2	7476.0	1	3	4.0	3	2	1.0	2	50.0	1	0	1.0	0	1.0	0	1	1
2	36.0	4	4	3079.0	4	0	4.0	3	2	4.0	3	36.0	1	1	1.0	1	1.0	1	1	1
2	24.0	2	6	2223.0	2	2	4.0	3	2	4.0	0	52.0	0	1	2.0	1	1.0	1	1	1
0	18.0	2	4	5302.0	1	2	2.0	3	2	4.0	2	36.0	1	0	3.0	0	1.0	0	1	1
2	12.0	4	4	2390.0	4	2	4.0	3	2	3.0	1	50.0	1	1	1.0	1	1.0	0	1	1
2	24.0	2	4	1940.0	3	2	4.0	3	2	4.0	3	60.0	1	1	1.0	1	1.0	0	1	1
2	15.0	4	2	4623.0	2	0	3.0	3	2	2.0	0	40.0	1	1	1.0	0	1.0	0	1	0
0	16.0	2	4	2625.0	1	2	2.0	3	1	4.0	0	43.0	0	2	1.0	1	1.0	0	1	0
1	36.0	0	6	3804.0	1	0	4.0	0	2	1.0	1	42.0	1	1	1.0	1	1.0	0	1	0
0	12.0	4	2	684.0	1	0	4.0	3	2	4.0	1	40.0	1	2	1.0	3	2.0	1	1	0
0	24.0	4	3	2359.0	2	4	1.0	1	2	1.0	0	33.0	1	1	1.0	1	1.0	1	1	0
0	36.0	4	9	8335.0	4	2	3.0	3	2	4.0	2	47.0	1	0	1.0	1	1.0	1	1	0
0	36.0	4	6	2302.0	1	0	4.0	1	2	4.0	1	31.0	1	2	1.0	1	1.0	1	1	0
2	18.0	3	0	2169.0	1	0	4.0	2	2	2.0	1	28.0	1	1	1.0	1	1.0	0	1	0
1	24.0	3	3	2064.0	1	4	3.0	0	2	2.0	0	34.0	1	1	1.0	0	1.0	0	1	0
0	36.0	3	2	6887.0	1	0	4.0	3	2	3.0	0	29.0	2	1	1.0	1	1.0	0	1	0
1	36.0	3	4	8086.0	2	2	2.0	3	2	4.0	1	42.0	1	1	4.0	0	1.0	0	1	0
0	12.0	0	7	1108.0	1	3	4.0	3	2	3.0	3	28.0	1	1	2.0	1	1.0	1	1	0
0	12.0	1	6	2149.0	1	0	4.0	1	2	1.0	2	29.0	1	0	1.0	1	1.0	1	1	0
1	36.0	4	2	12612.0	2	0	1.0	3	2	4.0	2	47.0	1	0	1.0	1	2.0	0	1	0
2	24.0	3	4	2538.0	1	2	4.0	3	2	4.0	1	47.0	1	1	2.0	3	2.0	1	1	0
1	24.0	2	6	1216.0	2	1	4.0	3	2	4.0	2	38.0	0	1	2.0	1	2.0	1	1	0
0	48.0	4	1	3051.0	1	0	3.0	3	2	4.0	1	54.0	1	1	1.0	1	1.0	1	1	0
3	15.0	4	6	2327.0	1	1	2.0	0	2	3.0	3	25.0	1	1	1.0	3	1.0	1	1	0
2	24.0	4	0	4591.0	3	0	2.0	3	2	3.0	0	54.0	1	1	3.0	0	1.0	0	1	0
2	18.0	4	4	6761.0	4	0	2.0	3	2	4.0	1	68.0	1	2	2.0	1	1.0	1	1	0
1	48.0	4	0	15672.0	1	0	2.0	3	2	2.0	1	23.0	1	1	1.0	1	1.0	0	1	0
0	48.0	0	3	7119.0	1	0	3.0	3	2	4.0	2	53.0	1	0	2.0	1	2.0	1	1	0
1	60.0	4	2	6288.0	1	0	4.0	3	2	4.0	2	42.0	1	0	1.0	1	1.0	1	1	0
0	21.0	1	4	1647.0	4	0	4.0	3	2	2.0	0	40.0	1	1	2.0	3	2.0	1	1	0
2	9.0	4	6	1478.0	1	3	4.0	3	2	2.0	1	22.0	1	1	1.0	1	1.0	1	1	0
0	24.0	4	6	1987.0	1	0	2.0	3	2	4.0	3	21.0	1	2	1.0	3	2.0	1	1	0
0	33.0	2	3	4281.0	0	0	1.0	0	2	4.0	1	23.0	1	1	2.0	1	1.0	1	1	0
1	9.0	1	9	5129.0	1	2	2.0	0	2	4.0	2	74.0	0	0	1.0	0	2.0	0	1	0
1	12.0	4	4	836.0	2	1	4.0	0	2	2.0	0	23.0	0	1	1.0	3	1.0	1	1	0
0	18.0	1	3	1553.0	1	0	4.0	3	2	3.0	1	44.0	0	1	1.0	1	1.0	1	1	0
3	12.0	1	6	409.0	3	0	3.0	0	2	3.0	3	42.0	1	2	2.0	1	1.0	1	1	1
1	6.0	4	6	590.0	1	1	3.0	2	2	3.0	3	26.0	1	1	1.0	3	1.0	1	0	1
1	21.0	2	0	3652.0	1	3	2.0	3	2	3.0	0	27.0	1	1	2.0	1	1.0	1	1	1
2	36.0	2	4	3535.0	1	3	4.0	3	2	4.0	1	37.0	1	1	2.0	1	1.0	0	1	1
1	12.0	4	6	2930.0	1	3	2.0	0	2	1.0	3	27.0	1	1	1.0	1	1.0	1	1	1
2	24.0	4	4	1469.0	2	2	4.0	2	2	4.0	3	41.0	1	2	1.0	3	1.0	1	1	1
0	24.0	4	6	3660.0	1	0	2.0	0	2	4.0	1	28.0	1	1	1.0	1	1.0	1	1	1
2	15.0	4	6	1979.0	4	2	4.0	3	2	2.0	1	35.0	1	1	1.0	1	1.0	1	1	1
2	15.0	4	6	1213.0	0	2	4.0	3	2	3.0	0	47.0	2	1	1.0	1	1.0	0	1	1
2	15.0	3	6	1478.0	1	0	4.0	2	2	3.0	3	33.0	0	1	2.0	1	1.0	1	1	1
2	30.0	2	6	2831.0	1	0	4.0	0	2	2.0	1	33.0	1	1	1.0	1	1.0	0	1	1
1	36.0	4	2	2273.0	1	3	3.0	3	2	1.0	1	32.0	1	1	2.0	1	2.0	1	1	1
1	24.0	2	6	1743.0	1	2	4.0	3	2	2.0	0	48.0	1	1	2.0	3	1.0	1	1	1
2	24.0	2	6	2872.0	2	2	3.0	3	2	4.0	3	36.0	1	1	1.0	1	2.0	0	1	1
1	36.0	4	2	3711.0	4	0	2.0	2	2	2.0	1	27.0	1	1	1.0	1	1.0	1	1	1
0	24.0	4	3	3021.0	1	0	2.0	1	2	2.0	3	24.0	1	2	1.0	3	1.0	1	1	1
0	15.0	4	4	1403.0	1	0	2.0	0	2	4.0	1	28.0	1	2	1.0	1	1.0	1	1	1
1	10.0	4	4	7308.0	1	4	2.0	3	2	4.0	2	70.0	0	0	1.0	0	1.0	0	1	1
2	6.0	1	4	783.0	4	0	1.0	3	1	2.0	3	26.0	2	1	1.0	3	2.0	1	1	1
1	12.0	2	4	3124.0	1	1	1.0	3	2	3.0	3	49.0	0	1	2.0	3	2.0	1	1	1
2	6.0	4	9	1236.0	0	0	2.0	3	2	4.0	0	50.0	1	2	1.0	1	1.0	1	1	1
2	18.0	2	3	1817.0	1	0	4.0	0	2	2.0	2	28.0	1	1	2.0	1	1.0	1	1	1
0	11.0	2	4	3905.0	1	0	2.0	3	2	2.0	3	36.0	1	2	2.0	1	2.0	1	1	1
2	9.0	2	2	936.0	0	2	4.0	3	2	2.0	1	52.0	1	1	2.0	1	1.0	0	1	1
1	30.0	0	0	4221.0	1	0	2.0	0	2	1.0	1	28.0	1	1	2.0	1	1.0	1	1	1
2	24.0	4	9	2603.0	3	0	2.0	0	2	4.0	1	28.0	1	2	1.0	1	1.0	0	1	1
0	30.0	2	9	10623.0	1	2	3.0	3	2	4.0	2	38.0	1	0	3.0	0	2.0	0	1	1
2	18.0	2	6	1169.0	4	0	4.0	3	2	3.0	0	29.0	1	1	2.0	1	1.0	0	1	1
0	24.0	4	3	1747.0	1	1	4.0	3	0	1.0	0	24.0	1	1	1.0	3	1.0	1	0	1
2	9.0	4	6	2753.0	2	2	3.0	3	0	4.0	1	35.0	1	1	1.0	1	1.0	0	1	1
2	15.0	4	1	1262.0	0	3	4.0	3	2	3.0	0	36.0	1	1	2.0	1	1.0	0	1	1
2	12.0	4	4	1884.0	1	2	4.0	3	2	4.0	1	39.0	1	1	1.0	0	1.0	0	1	1
0	24.0	4	9	2924.0	1	0	3.0	3	1	4.0	2	63.0	0	1	1.0	1	2.0	0	1	1
2	15.0	4	6	3568.0	1	2	4.0	0	2	2.0	1	54.0	0	2	1.0	0	1.0	0	1	1
0	24.0	4	9	2964.0	4	2	4.0	3	2	4.0	2	49.0	0	0	1.0	1	2.0	0	1	1
2	6.0	2	6	1898.0	4	0	1.0	3	2	2.0	3	34.0	1	1	2.0	3	2.0	1	1	1
1	18.0	3	0	2427.0	4	2	4.0	3	2	2.0	0	42.0	1	1	2.0	1	1.0	1	1	1
0	24.0	2	6	1231.0	3	2	4.0	0	2	4.0	0	57.0	1	2	2.0	0	1.0	0	1	1
1	12.0	4	6	1158.0	0	0	3.0	1	2	1.0	1	26.0	1	1	1.0	1	1.0	0	1	1
2	18.0	4	6	1473.0	1	1	3.0	2	2	4.0	3	39.0	1	1	1.0	1	1.0	0	1	1
2	18.0	2	3	3780.0	1	1	3.0	1	2	2.0	1	35.0	1	1	2.0	0	1.0	0	1	1
0	36.0	2	3	5371.0	1	0	3.0	3	1	2.0	0	28.0	1	1	2.0	1	1.0	1	1	1
2	36.0	3	6	4454.0	1	0	4.0	0	2	4.0	3	34.0	1	1	2.0	1	1.0	1	1	1
1	21.0	3	4	2353.0	1	0	1.0	1	2	4.0	0	47.0	1	1	2.0	1	1.0	1	1	1
0	24.0	4	9	2910.0	1	3	2.0	3	2	1.0	2	34.0	1	0	1.0	0	1.0	0	1	1
3	24.0	4	3	1925.0	1	0	2.0	3	2	2.0	3	26.0	1	1	1.0	1	1.0	1	1	1
2	33.0	3	0	2764.0	1	0	2.0	0	2	2.0	1	26.0	1	1	2.0	1	1.0	0	1	1
2	24.0	4	8	937.0	1	1	4.0	2	2	3.0	1	27.0	1	1	2.0	3	1.0	1	1	1
3	36.0	4	6	4473.0	1	2	4.0	3	2	2.0	1	31.0	1	1	1.0	1	1.0	1	1	1
1	24.0	3	0	4712.0	4	0	4.0	3	2	2.0	0	37.0	0	1	2.0	0	1.0	0	1	1
2	48.0	2	9	8858.0	4	3	2.0	3	2	1.0	2	35.0	1	0	2.0	1	1.0	0	1	1
1	18.0	4	6	866.0	1	0	4.0	2	1	2.0	3	25.0	1	1	1.0	3	1.0	1	1	1
2	12.0	2	0	1412.0	1	0	4.0	0	1	2.0	3	29.0	1	1	2.0	0	1.0	0	1	1
2	4.0	2	6	1544.0	1	3	2.0	3	2	1.0	3	42.0	1	1	3.0	3	2.0	1	1	1
2	6.0	2	4	6761.0	1	3	1.0	3	2	3.0	2	45.0	1	1	2.0	0	2.0	0	1	1
2	11.0	2	4	7228.0	1	0	1.0	3	2	4.0	0	39.0	1	1	2.0	3	1.0	1	1	1
0	12.0	4	3	2578.0	1	4	3.0	0	2	4.0	2	55.0	1	0	1.0	0	1.0	1	1	1
0	6.0	2	4	4716.0	4	1	1.0	3	2	3.0	3	44.0	1	1	2.0	3	2.0	1	1	1
2	18.0	4	4	2662.0	4	3	4.0	3	2	3.0	0	32.0	1	1	1.0	1	1.0	1	0	1
3	10.0	2	4	781.0	1	2	4.0	3	2	4.0	2	63.0	1	0	2.0	1	1.0	0	1	1
2	15.0	4	9	3029.0	1	3	2.0	3	2	2.0	1	33.0	1	1	1.0	1	1.0	1	1	1
3	6.0	3	6	683.0	1	1	2.0	0	2	1.0	0	29.0	0	1	1.0	1	1.0	1	1	1
2	24.0	4	9	3488.0	2	3	3.0	0	2	4.0	1	23.0	1	1	1.0	1	1.0	1	1	1
0	12.0	3	4	1344.0	1	0	4.0	3	2	2.0	3	43.0	1	1	2.0	3	2.0	1	1	1
1	12.0	4	3	983.0	3	1	1.0	0	2	4.0	3	19.0	1	2	1.0	3	1.0	1	1	1
0	42.0	4	3	7882.0	1	3	2.0	3	1	4.0	0	45.0	1	0	1.0	1	2.0	1	1	1
2	18.0	4	0	1568.0	2	0	3.0	0	2	4.0	0	24.0	1	2	1.0	3	1.0	1	1	1
1	12.0	4	3	3017.0	1	1	3.0	0	2	1.0	3	34.0	1	2	1.0	0	1.0	1	1	1
2	7.0	3	6	846.0	4	2	3.0	3	2	4.0	2	36.0	1	0	1.0	1	1.0	1	1	1
2	6.0	4	8	1238.0	4	4	4.0	3	2	4.0	0	36.0	1	1	1.0	0	2.0	0	1	1
0	12.0	4	4	1372.0	1	3	2.0	1	2	3.0	1	36.0	1	1	1.0	1	1.0	1	1	0
1	48.0	1	0	6416.0	1	2	4.0	0	2	3.0	2	59.0	1	2	1.0	1	1.0	1	1	0
0	60.0	3	0	6836.0	1	2	3.0	3	2	4.0	2	63.0	1	1	2.0	1	1.0	0	1	0
2	12.0	4	3	1123.0	0	0	4.0	0	2	4.0	1	29.0	1	2	1.0	3	1.0	1	1	0
2	6.0	4	3	4611.0	1	1	1.0	0	2	4.0	0	32.0	1	1	1.0	1	1.0	1	1	0
0	12.0	4	4	1274.0	1	1	3.0	0	2	1.0	3	37.0	1	1	1.0	3	1.0	1	1	0
0	18.0	4	9	7511.0	4	2	1.0	3	2	4.0	0	51.0	1	0	1.0	1	2.0	0	1	0
0	12.0	4	6	709.0	1	2	4.0	3	2	4.0	3	57.0	2	1	1.0	3	1.0	1	1	0
1	6.0	1	4	931.0	2	1	1.0	0	2	1.0	0	32.0	2	1	1.0	3	1.0	1	1	0
0	18.0	4	3	1131.0	1	4	4.0	0	2	2.0	1	33.0	1	1	1.0	1	1.0	1	1	0
1	48.0	4	6	3060.0	1	3	4.0	3	2	4.0	3	28.0	1	1	2.0	1	1.0	1	1	0
1	9.0	4	3	918.0	1	0	4.0	0	2	1.0	0	30.0	1	1	1.0	1	1.0	1	1	0
0	42.0	4	6	7174.0	4	3	4.0	0	2	3.0	1	30.0	1	1	1.0	0	1.0	0	1	0
0	18.0	2	3	2124.0	1	0	4.0	0	2	4.0	3	24.0	1	2	2.0	1	1.0	1	1	0
0	28.0	4	4	4006.0	1	0	3.0	3	2	2.0	1	45.0	1	1	1.0	3	1.0	1	1	0
0	9.0	4	4	1422.0	1	1	3.0	3	2	2.0	2	27.0	1	0	1.0	0	1.0	0	1	0
2	36.0	3	0	9572.0	1	1	1.0	1	2	1.0	1	28.0	1	1	2.0	1	1.0	1	1	0
0	48.0	2	9	6331.0	1	2	4.0	3	2	4.0	2	46.0	1	0	2.0	1	1.0	0	1	0
2	24.0	4	6	3621.0	2	2	2.0	3	2	4.0	1	31.0	1	1	2.0	1	1.0	1	1	0
1	9.0	2	2	1136.0	3	2	4.0	3	2	3.0	2	32.0	1	0	2.0	1	2.0	1	1	0
0	12.0	0	6	6199.0	1	0	4.0	3	2	2.0	0	28.0	1	2	2.0	1	1.0	0	1	0
1	12.0	4	3	2762.0	4	2	1.0	0	2	2.0	0	25.0	0	1	1.0	1	1.0	0	1	0
1	12.0	4	6	1484.0	4	0	2.0	2	2	1.0	3	25.0	1	1	1.0	1	1.0	0	1	0
1	36.0	4	3	9034.0	2	1	4.0	3	0	1.0	2	29.0	1	2	1.0	0	1.0	0	1	0
1	30.0	2	4	5234.0	1	4	4.0	2	2	2.0	1	28.0	1	1	2.0	0	1.0	1	1	0
0	48.0	4	6	6999.0	1	3	1.0	2	1	1.0	3	34.0	1	1	2.0	1	1.0	0	1	0
1	18.0	4	3	1924.0	4	1	4.0	0	2	3.0	3	27.0	1	2	1.0	1	1.0	1	1	0
1	9.0	4	3	959.0	1	0	1.0	0	2	2.0	1	29.0	1	1	1.0	1	1.0	1	0	0
1	21.0	4	0	2767.0	2	2	4.0	1	2	2.0	1	61.0	0	2	2.0	3	1.0	1	1	0
1	48.0	3	2	6224.0	1	2	4.0	3	2	4.0	2	50.0	1	0	1.0	1	1.0	1	1	0
0	6.0	2	4	1361.0	1	1	2.0	3	2	4.0	3	40.0	1	1	1.0	3	2.0	1	0	1
2	10.0	4	9	2901.0	4	1	1.0	0	2	4.0	3	31.0	1	2	1.0	1	1.0	1	1	1
0	12.0	4	3	2577.0	1	0	2.0	1	2	1.0	1	42.0	1	1	1.0	1	1.0	1	1	1
0	12.0	4	3	1289.0	1	0	4.0	3	1	1.0	0	21.0	1	1	1.0	3	1.0	1	1	1
2	24.0	1	0	1559.0	1	3	4.0	3	2	4.0	1	50.0	0	1	1.0	1	1.0	0	1	1
2	36.0	3	9	8947.0	4	3	3.0	3	2	2.0	1	31.0	2	1	1.0	0	2.0	0	1	1
2	48.0	3	6	12749.0	0	3	4.0	3	2	1.0	1	37.0	1	1	1.0	0	1.0	0	1	1
2	15.0	2	6	1316.0	0	0	2.0	2	2	2.0	0	47.0	1	1	2.0	3	1.0	1	1	1
0	6.0	2	6	338.0	0	2	4.0	3	2	4.0	1	52.0	1	1	2.0	1	1.0	1	1	1
1	15.0	2	6	2728.0	4	3	4.0	3	1	2.0	3	35.0	0	1	3.0	1	1.0	0	1	1
1	11.0	2	4	1322.0	3	0	4.0	0	2	4.0	1	40.0	1	1	2.0	1	1.0	1	1	1
1	18.0	4	0	2622.0	2	0	4.0	3	2	4.0	1	34.0	1	1	1.0	1	1.0	1	1	1
2	24.0	4	3	3062.0	0	2	4.0	3	2	3.0	2	32.0	1	2	1.0	1	1.0	0	1	1
2	24.0	2	6	5103.0	1	1	3.0	2	2	3.0	2	47.0	1	0	3.0	1	1.0	0	1	1
2	12.0	4	3	763.0	1	0	4.0	0	2	1.0	3	26.0	1	1	1.0	1	1.0	0	1	1
1	24.0	4	4	1201.0	1	1	4.0	3	2	1.0	0	26.0	1	1	1.0	1	1.0	1	1	1
2	12.0	4	6	3059.0	3	3	2.0	1	2	4.0	3	61.0	1	1	1.0	3	1.0	1	1	1
1	24.0	2	2	5743.0	1	1	2.0	0	2	4.0	2	24.0	1	0	2.0	1	1.0	0	1	1
1	48.0	4	5	5381.0	4	4	3.0	3	2	4.0	2	40.0	0	0	1.0	2	1.0	0	1	1
0	20.0	2	3	4272.0	1	2	1.0	0	2	4.0	0	24.0	1	1	2.0	1	1.0	1	1	1
0	9.0	2	7	1288.0	2	2	3.0	3	1	4.0	3	48.0	1	1	2.0	1	2.0	1	0	1
0	11.0	2	4	3939.0	1	0	1.0	3	2	2.0	3	40.0	1	1	2.0	3	2.0	1	1	1
0	8.0	2	5	1164.0	1	2	3.0	3	2	4.0	2	51.0	0	0	2.0	0	2.0	0	1	1
2	60.0	3	6	15653.0	1	3	2.0	3	2	4.0	1	21.0	1	1	2.0	1	1.0	0	1	1
2	6.0	4	3	2978.0	0	0	1.0	3	2	2.0	1	32.0	1	1	1.0	1	1.0	0	1	1
0	6.0	4	4	662.0	1	1	3.0	3	2	4.0	3	41.0	1	1	1.0	3	2.0	0	1	1
1	24.0	2	9	7758.0	3	2	2.0	0	2	4.0	2	29.0	1	2	1.0	1	1.0	1	1	1
1	18.0	3	4	2899.0	4	2	4.0	3	2	4.0	1	43.0	1	1	1.0	1	2.0	1	1	1
0	8.0	2	4	731.0	1	2	4.0	3	2	4.0	3	47.0	1	1	2.0	3	1.0	1	1	1
3	24.0	4	6	1377.0	2	2	4.0	0	2	2.0	2	47.0	1	0	1.0	1	1.0	0	1	1
