At1	At2	class
-0.7490000000000001	1.26	-1.0
-0.5660000000000001	1.19	-1.0
1.33	-0.774	1.0
-1.25	-1.47	-1.0
0.004529999999999999	1.47	-1.0
-1.81	-0.5429999999999999	1.0
-0.307	0.938	-1.0
-1.18	0.732	-1.0
-1.68	0.93	-1.0
-1.52	-1.4	1.0
-1.45	-0.701	1.0
0.616	1.77	1.0
-0.0222	-0.20199999999999999	1.0
0.24600000000000002	-0.767	-1.0
-0.763	-0.573	1.0
-0.581	-0.182	1.0
1.42	-0.0465	-1.0
-0.139	-1.27	-1.0
-0.179	0.19	1.0
-0.721	1.19	-1.0
-0.7090000000000001	-0.9420000000000001	-1.0
0.945	0.239	1.0
-0.8909999999999999	0.593	-1.0
-1.18	0.862	-1.0
1.3	-0.027999999999999997	-1.0
0.5760000000000001	-0.342	1.0
0.0381	0.16699999999999998	1.0
-0.21899999999999997	-0.195	1.0
0.855	0.9590000000000001	-1.0
-1.08	-1.17	-1.0
-0.596	-0.9890000000000001	-1.0
-1.41	-0.856	1.0
-0.298	-0.243	1.0
0.444	1.14	-1.0
1.01	0.397	-1.0
1.31	-0.36	1.0
1.78	1.19	1.0
1.1	0.45799999999999996	-1.0
-1.33	-0.647	1.0
-1.6	-0.541	1.0
-1.2	0.455	-1.0
1.01	1.57	1.0
1.38	0.583	-1.0
-0.223	1.04	-1.0
-1.0	-1.22	-1.0
0.5760000000000001	-0.665	1.0
-0.39399999999999996	1.39	-1.0
-0.573	-0.88	-1.0
-2.19	0.0991	-1.0
0.7290000000000001	1.49	1.0
0.308	-0.9129999999999999	-1.0
0.6609999999999999	0.0147	1.0
0.515	0.884	-1.0
1.32	-0.14400000000000002	-1.0
-1.05	-0.382	1.0
1.46	-0.0465	-1.0
1.22	-0.159	-1.0
0.639	-0.815	-1.0
-0.235	0.35200000000000004	1.0
-2.0	0.40299999999999997	-1.0
-0.158	-1.08	-1.0
1.71	1.39	1.0
0.905	-0.551	1.0
-0.0949	-0.821	-1.0
0.7809999999999999	1.08	-1.0
-0.624	1.75	-1.0
-1.4	1.19	-1.0
-1.21	0.35700000000000004	1.0
0.12300000000000001	-1.24	-1.0
1.01	0.446	-1.0
-0.6659999999999999	-1.34	-1.0
-0.8190000000000001	-0.943	-1.0
0.20199999999999999	-1.17	-1.0
0.745	0.6809999999999999	-1.0
-0.461	-1.07	-1.0
0.622	-0.546	1.0
-1.51	-1.39	1.0
1.05	0.409	-1.0
0.7509999999999999	0.608	-1.0
-1.13	0.16399999999999998	1.0
2.33	1.21	1.0
0.855	-0.265	1.0
-0.0247	-0.765	-1.0
0.21	-1.26	-1.0
-1.67	-0.212	1.0
-0.39399999999999996	-0.33799999999999997	1.0
-0.389	-1.2	-1.0
1.11	1.33	1.0
-1.24	0.32299999999999995	1.0
-0.11599999999999999	-1.23	-1.0
0.37200000000000005	1.6	-1.0
-1.23	-0.8059999999999999	1.0
1.31	-1.72	1.0
-0.254	-1.37	-1.0
-1.15	-0.647	1.0
1.21	-1.77	1.0
0.00425	1.61	-1.0
-0.67	1.22	-1.0
1.57	1.16	1.0
-0.24100000000000002	0.897	1.0
1.04	0.93	-1.0
1.39	0.504	-1.0
1.96	-0.7090000000000001	-1.0
0.978	-1.33	1.0
-1.67	-0.00451	1.0
-0.529	-1.02	-1.0
-0.13699999999999998	1.44	-1.0
-1.87	-0.78	1.0
1.04	-0.24	1.0
-1.21	-0.785	1.0
0.8	0.662	-1.0
0.133	2.05	-1.0
1.34	-1.8	1.0
0.175	0.652	1.0
1.14	-0.0829	-1.0
-0.634	1.26	-1.0
-0.617	-0.792	-1.0
-1.42	0.728	-1.0
0.897	0.742	-1.0
-0.0814	2.18	1.0
1.27	1.6	1.0
-0.759	0.366	1.0
-0.847	-0.8959999999999999	-1.0
1.23	-0.785	1.0
-0.843	-1.14	-1.0
0.35700000000000004	0.647	-1.0
-1.36	-0.258	1.0
0.977	0.597	-1.0
1.05	-0.467	1.0
-0.7170000000000001	1.23	-1.0
0.955	-0.0158	-1.0
1.6	-0.183	-1.0
-1.21	-0.733	1.0
-0.593	1.28	-1.0
1.14	0.8140000000000001	-1.0
-0.597	0.23199999999999998	1.0
0.575	-0.19	1.0
-1.34	-0.31	1.0
-0.129	-0.061	1.0
0.447	0.92	-1.0
0.377	-0.643	1.0
-1.54	0.643	-1.0
-1.25	-0.6890000000000001	1.0
2.34	1.18	1.0
-0.341	1.55	-1.0
1.27	0.0842	-1.0
-1.73	0.562	-1.0
0.9570000000000001	0.0986	-1.0
-0.639	-1.04	-1.0
0.303	-1.35	-1.0
-0.439	1.37	-1.0
-0.287	-1.07	-1.0
1.46	0.6509999999999999	-1.0
0.9570000000000001	-0.7859999999999999	1.0
-0.0107	-0.96	-1.0
1.21	0.0512	-1.0
0.105	-1.67	-1.0
0.7859999999999999	0.8590000000000001	-1.0
-1.08	0.35600000000000004	1.0
0.0909	-1.39	-1.0
-1.34	0.805	-1.0
-0.647	1.08	-1.0
1.17	-1.4	1.0
-0.8109999999999999	-1.35	-1.0
-0.961	-0.102	1.0
-0.968	-0.226	1.0
-0.322	0.535	1.0
-1.26	-0.515	1.0
0.62	-0.986	1.0
-2.32	0.0861	-1.0
1.21	1.31	1.0
0.196	1.08	-1.0
1.45	1.33	1.0
0.13699999999999998	-0.247	1.0
-0.9740000000000001	-1.43	-1.0
-0.335	-1.69	-1.0
-0.0999	1.97	1.0
0.272	0.813	-1.0
0.56	1.18	-1.0
-0.0527	-0.746	-1.0
-0.188	-0.998	-1.0
-0.369	0.6920000000000001	1.0
-0.226	-1.06	-1.0
0.45799999999999996	-0.7090000000000001	1.0
-1.26	-0.912	-1.0
-1.33	-0.392	1.0
-0.621	1.52	-1.0
-0.753	1.1	-1.0
-0.435	-1.08	-1.0
0.32799999999999996	1.28	-1.0
0.22699999999999998	1.71	1.0
-0.715	0.0859	1.0
0.81	1.93	-1.0
0.364	1.98	1.0
0.624	1.1	-1.0
0.922	0.93	-1.0
-0.41600000000000004	-0.941	-1.0
-1.37	0.968	-1.0
0.26899999999999996	1.62	1.0
0.353	1.58	-1.0
0.11	0.5529999999999999	1.0
1.49	0.385	-1.0
0.5710000000000001	-1.53	-1.0
0.171	1.59	1.0
0.409	-0.0572	1.0
1.93	-0.8420000000000001	-1.0
0.907	0.191	-1.0
0.0413	0.345	1.0
0.484	-1.3	-1.0
-0.0305	-1.09	-1.0
1.0	-0.0897	-1.0
1.09	0.299	-1.0
-0.5429999999999999	-0.0204	1.0
0.659	0.9129999999999999	-1.0
-0.542	-0.7390000000000001	-1.0
-1.02	1.53	-1.0
-1.63	0.293	-1.0
1.49	0.627	-1.0
-0.583	-1.05	-1.0
-0.807	1.12	-1.0
-0.6829999999999999	1.38	-1.0
0.0734	-0.162	1.0
0.38799999999999996	1.64	-1.0
0.8740000000000001	1.79	-1.0
0.584	0.679	-1.0
1.42	0.374	-1.0
-0.779	0.6759999999999999	1.0
0.6779999999999999	0.335	-1.0
0.204	-1.06	-1.0
1.43	0.498	-1.0
-0.779	-1.2	-1.0
-1.3	0.5770000000000001	-1.0
1.03	0.0331	-1.0
-0.532	-1.17	-1.0
0.11900000000000001	-1.28	-1.0
1.53	-1.05	1.0
-0.48100000000000004	-0.904	-1.0
0.858	0.39899999999999997	-1.0
0.126	0.8190000000000001	-1.0
-0.88	-1.27	-1.0
0.145	-0.626	1.0
0.534	1.86	1.0
2.03	1.1	1.0
-0.546	0.442	1.0
1.42	1.8	1.0
1.41	-2.09	1.0
-0.5660000000000001	-0.563	1.0
-0.973	0.495	1.0
0.932	1.43	1.0
0.47200000000000003	1.37	-1.0
0.74	0.053	1.0
-0.214	1.76	-1.0
-0.53	-0.9440000000000001	-1.0
-0.9359999999999999	-1.5	-1.0
0.37	-0.0513	1.0
0.695	0.6509999999999999	-1.0
0.88	0.275	-1.0
-0.563	-0.16399999999999998	1.0
1.27	-0.675	1.0
-1.32	-0.146	1.0
1.7	-0.489	-1.0
0.8320000000000001	0.442	-1.0
0.561	1.74	1.0
0.617	1.11	-1.0
-1.41	1.14	-1.0
1.71	-0.225	-1.0
0.473	0.33899999999999997	1.0
-0.855	1.44	-1.0
-1.72	-0.41	1.0
0.18	-0.0627	1.0
0.7120000000000001	0.8370000000000001	-1.0
0.21100000000000002	1.71	1.0
-0.755	-0.759	1.0
0.6609999999999999	1.2	-1.0
0.902	0.9470000000000001	-1.0
0.544	-0.8420000000000001	1.0
1.67	0.9740000000000001	1.0
-0.0571	-1.5	-1.0
-1.61	-0.39	1.0
-0.261	-1.27	-1.0
1.8	1.53	1.0
0.134	-1.18	-1.0
-0.27899999999999997	-1.06	-1.0
0.405	-0.555	1.0
-1.64	-0.562	1.0
-0.146	1.83	1.0
0.499	-1.17	-1.0
-0.171	-1.09	-1.0
-0.175	-0.946	-1.0
1.54	-0.336	-1.0
1.33	0.406	-1.0
0.833	0.653	-1.0
0.69	1.57	-1.0
-0.542	0.9179999999999999	-1.0
1.19	-0.319	1.0
1.73	1.26	1.0
-2.01	0.439	-1.0
0.316	1.43	1.0
0.9329999999999999	0.711	-1.0
2.43	0.8690000000000001	1.0
-0.47200000000000003	-1.16	-1.0
-1.17	0.126	1.0
2.22	-2.04	-1.0
1.07	0.43799999999999994	-1.0
-0.125	0.521	1.0
0.857	0.875	-1.0
0.569	-0.858	-1.0
0.6459999999999999	-0.932	1.0
-0.983	1.1	-1.0
-0.8290000000000001	1.06	-1.0
0.22	-0.867	-1.0
-2.09	-1.22	1.0
-1.64	-0.9620000000000001	1.0
0.0604	1.64	-1.0
1.62	-1.16	1.0
-0.021	-1.09	-1.0
-1.11	-0.653	1.0
1.13	-0.0116	-1.0
-0.838	-1.17	-1.0
0.102	-1.03	-1.0
0.5760000000000001	-1.05	1.0
0.635	1.67	1.0
0.336	0.611	1.0
0.32	-0.998	-1.0
-1.58	-1.61	1.0
-0.129	-1.69	-1.0
-0.249	0.505	1.0
-0.986	-1.27	-1.0
0.335	-0.483	1.0
0.133	-0.568	1.0
1.08	-1.02	1.0
-0.486	-0.887	-1.0
2.08	1.35	1.0
0.638	1.11	-1.0
0.0965	-1.1	-1.0
1.03	-0.382	1.0
-0.705	0.129	1.0
1.35	1.1	1.0
-0.1	-1.05	-1.0
0.431	-1.56	-1.0
-1.37	-0.12300000000000001	1.0
-0.995	-0.8320000000000001	-1.0
-0.981	-1.04	-1.0
-1.9	-1.32	1.0
0.982	-0.452	1.0
-0.494	-0.7190000000000001	-1.0
0.995	0.502	-1.0
-0.507	0.35700000000000004	1.0
0.0853	0.789	1.0
-0.0659	-1.33	-1.0
-1.51	-0.276	1.0
-1.03	0.6809999999999999	-1.0
1.19	-1.25	1.0
-1.49	0.228	1.0
0.409	1.76	-1.0
-0.606	-0.129	1.0
1.18	0.597	-1.0
0.10800000000000001	-0.304	1.0
0.418	-0.897	1.0
0.381	1.55	-1.0
-0.951	-1.3	-1.0
-0.11900000000000001	2.06	1.0
1.14	0.14800000000000002	-1.0
1.31	1.62	1.0
0.7240000000000001	0.41700000000000004	-1.0
-0.107	-0.23199999999999998	1.0
-1.57	0.905	-1.0
-0.214	1.58	-1.0
-0.212	-0.155	1.0
-0.0683	-0.40399999999999997	1.0
-0.951	-1.33	-1.0
0.5329999999999999	0.541	1.0
-1.36	0.887	-1.0
0.98	-0.8320000000000001	1.0
-1.29	1.52	-1.0
1.08	-0.000817	-1.0
-0.147	1.85	-1.0
-0.135	0.0707	1.0
0.318	-0.87	-1.0
0.632	1.74	-1.0
-1.43	1.25	-1.0
-0.499	-1.31	-1.0
0.29600000000000004	1.51	-1.0
0.41600000000000004	0.1	1.0
-0.337	1.48	-1.0
-1.3	-0.8290000000000001	1.0
-0.0299	0.617	1.0
-1.78	-0.843	1.0
0.314	-1.25	-1.0
-0.8009999999999999	1.78	-1.0
0.0984	0.629	1.0
-1.68	-0.528	1.0
0.423	0.598	1.0
0.00295	-0.125	1.0
-0.528	-1.23	-1.0
0.17	-0.7190000000000001	-1.0
0.20199999999999999	-1.37	-1.0
0.535	1.99	-1.0
-0.491	1.22	-1.0
-1.33	-0.276	1.0
0.595	0.546	1.0
-0.21899999999999997	0.524	1.0
0.0182	1.68	-1.0
-0.907	0.41600000000000004	1.0
1.86	-0.36	-1.0
-0.733	-1.34	-1.0
-1.39	-0.322	1.0
0.0578	-1.32	-1.0
-1.7	0.8690000000000001	-1.0
-0.166	0.165	1.0
-0.8	-1.38	-1.0
-1.02	-0.146	1.0
-0.145	-1.39	-1.0
-0.439	0.331	1.0
0.136	1.46	1.0
-0.669	0.51	1.0
-1.49	-0.0266	1.0
0.386	-0.997	-1.0
0.812	-0.15	1.0
-0.303	-0.883	-1.0
-0.621	1.16	-1.0
-2.04	-0.978	1.0
-0.772	0.9329999999999999	-1.0
-1.06	-0.86	1.0
0.0914	0.493	1.0
-1.17	0.222	1.0
0.5529999999999999	-0.159	1.0
0.759	0.0328	1.0
-1.04	-1.24	-1.0
0.9740000000000001	-0.951	1.0
0.33	-1.48	-1.0
0.105	1.77	-1.0
-1.02	-0.305	1.0
-0.635	1.94	1.0
0.44	1.16	-1.0
-0.97	-1.6	-1.0
2.22	1.31	1.0
-1.18	-0.122	1.0
1.46	0.0665	-1.0
0.21899999999999997	1.59	1.0
1.09	0.812	-1.0
1.15	1.68	1.0
0.955	-0.23	1.0
-0.10300000000000001	0.0369	1.0
0.619	1.65	-1.0
-1.43	-0.35700000000000004	1.0
-0.765	-1.13	-1.0
-0.664	1.18	-1.0
-1.09	0.289	1.0
-0.7659999999999999	1.06	-1.0
-0.436	0.821	1.0
0.6	-0.38	1.0
-0.124	0.18100000000000002	1.0
1.03	-0.0835	-1.0
-1.71	-1.27	1.0
-1.46	-0.179	1.0
1.34	1.37	1.0
1.47	0.574	-1.0
0.716	0.48700000000000004	-1.0
0.0337	-1.13	-1.0
-0.43200000000000005	-1.34	-1.0
0.344	1.49	-1.0
1.29	-0.151	-1.0
1.85	-0.5579999999999999	-1.0
0.0319	1.39	-1.0
1.95	1.09	1.0
-0.8390000000000001	0.111	1.0
-0.956	-0.77	-1.0
1.08	0.8390000000000001	-1.0
0.0624	-1.05	-1.0
-1.06	-1.24	-1.0
-0.366	-1.52	-1.0
-1.63	-0.363	1.0
1.05	1.07	-1.0
-0.47	-1.12	-1.0
-1.45	0.377	-1.0
-1.56	-1.05	1.0
0.912	2.1	-1.0
1.61	0.5820000000000001	-1.0
0.20800000000000002	-1.21	-1.0
0.929	-0.902	1.0
-1.66	-1.52	1.0
-1.85	-0.34700000000000003	1.0
-1.02	-0.0308	1.0
0.569	-0.5379999999999999	1.0
1.43	-0.366	-1.0
1.47	-0.0578	-1.0
0.154	0.629	1.0
-1.59	0.17600000000000002	-1.0
0.8009999999999999	1.14	-1.0
-1.5	-0.8290000000000001	1.0
0.271	0.0595	1.0
0.188	0.914	-1.0
-0.386	1.5	-1.0
1.02	0.0541	-1.0
0.82	-0.514	1.0
0.804	0.6	-1.0
-1.38	-1.11	1.0
-1.01	-0.155	1.0
0.6829999999999999	1.6	1.0
-1.62	-0.8959999999999999	1.0
-0.00515	1.75	-1.0
-1.42	-1.28	1.0
-1.8	-1.26	1.0
-1.76	-0.632	1.0
-0.0958	-1.66	-1.0
-0.473	-1.55	-1.0
-0.316	-1.36	-1.0
-0.899	-1.25	-1.0
-0.23600000000000002	-1.54	-1.0
0.546	-1.12	-1.0
1.16	-1.3	1.0
0.00921	-0.00839	1.0
1.63	-0.43	-1.0
-0.826	0.682	-1.0
0.371	-1.23	-1.0
-0.821	-0.855	1.0
0.309	-1.03	-1.0
-0.912	-0.484	1.0
0.365	0.632	-1.0
1.15	-1.69	1.0
-0.7140000000000001	-1.36	-1.0
-0.467	1.3	-1.0
0.177	-1.07	-1.0
0.589	0.557	1.0
-1.85	-0.35	1.0
0.6759999999999999	0.892	-1.0
-1.49	-0.498	1.0
-1.28	0.72	-1.0
0.166	-1.25	-1.0
0.44799999999999995	0.71	-1.0
-1.9	-1.46	1.0
-0.922	0.5329999999999999	-1.0
0.307	0.12	1.0
0.32799999999999996	0.5529999999999999	-1.0
-0.847	-0.871	-1.0
1.08	0.43700000000000006	-1.0
0.17300000000000001	-0.428	1.0
-0.818	-0.69	1.0
-0.583	-0.743	-1.0
-0.768	-0.0166	1.0
-2.04	0.131	-1.0
-1.16	-1.01	-1.0
0.995	0.131	1.0
1.32	-0.616	1.0
0.993	0.397	1.0
-0.606	3.19	-1.0
0.8109999999999999	0.00911	1.0
-0.462	-0.7070000000000001	-1.0
0.304	-0.0039299999999999995	1.0
-1.94	0.598	-1.0
-0.37200000000000005	1.54	-1.0
0.341	-1.43	-1.0
-0.78	-0.43	1.0
0.247	-0.233	1.0
-0.561	0.473	1.0
-0.524	-1.09	-1.0
-1.99	-0.912	1.0
-2.0	-0.0624	-1.0
0.5539999999999999	1.19	-1.0
0.899	1.4	1.0
0.794	1.01	-1.0
0.41700000000000004	0.348	1.0
-0.597	-1.6	-1.0
1.71	-0.289	-1.0
-0.461	0.34299999999999997	1.0
-1.02	-0.469	1.0
-0.434	1.98	-1.0
-0.299	-1.4	-1.0
-1.67	-0.875	1.0
-0.192	1.04	-1.0
0.10800000000000001	-0.769	-1.0
-0.58	1.34	-1.0
-1.17	-0.95	1.0
-0.124	-0.95	-1.0
0.28300000000000003	-1.56	-1.0
0.418	-0.711	1.0
1.2	0.28600000000000003	-1.0
0.295	-0.273	1.0
-1.37	-0.904	1.0
0.0175	1.47	-1.0
1.64	0.513	-1.0
0.557	1.38	-1.0
-0.878	0.659	-1.0
0.254	2.42	-1.0
0.961	0.45399999999999996	-1.0
-0.9940000000000001	0.192	1.0
-1.07	-0.622	1.0
1.95	1.53	1.0
0.281	-0.4	1.0
1.29	0.28300000000000003	-1.0
0.586	-0.273	1.0
-0.0272	1.86	1.0
-1.65	-0.0692	1.0
1.22	-0.345	-1.0
-1.53	0.132	1.0
-1.51	-0.248	1.0
-1.2	-1.04	-1.0
0.299	1.52	-1.0
-0.687	1.01	-1.0
0.479	-0.821	-1.0
1.08	-0.133	-1.0
-0.888	-1.59	-1.0
-1.52	0.49700000000000005	-1.0
0.198	-1.41	-1.0
-0.21100000000000002	-0.49200000000000005	1.0
0.0647	-1.22	-1.0
-1.28	-1.07	1.0
-0.0779	-0.9670000000000001	-1.0
0.369	1.69	-1.0
-0.826	-0.966	-1.0
-0.39399999999999996	1.6	-1.0
1.2	-0.68	1.0
0.9420000000000001	1.89	1.0
-0.8170000000000001	-1.11	-1.0
0.405	1.93	-1.0
0.6659999999999999	-1.52	-1.0
0.152	-0.9640000000000001	-1.0
-0.82	-0.76	1.0
0.72	-0.316	1.0
-0.201	0.596	1.0
-0.594	-1.21	-1.0
-1.07	0.0456	1.0
1.05	0.397	-1.0
-1.12	-1.2	-1.0
1.5	-0.38	-1.0
-2.06	-1.23	1.0
0.785	0.158	1.0
0.867	-1.19	1.0
0.624	-1.31	-1.0
-0.509	-0.932	-1.0
-0.565	-0.853	-1.0
0.0662	1.62	-1.0
0.0852	-0.852	-1.0
0.39899999999999997	-1.48	-1.0
1.27	0.433	-1.0
-0.441	-1.45	-1.0
1.0	0.285	1.0
-1.01	-1.47	-1.0
0.873	-1.03	1.0
-0.14400000000000002	-1.03	-1.0
1.25	-1.62	1.0
-0.149	0.816	1.0
0.893	0.691	-1.0
-0.136	-1.41	-1.0
0.569	1.44	-1.0
-1.93	-0.0856	1.0
-0.625	1.65	-1.0
-1.16	-0.285	1.0
-0.903	-0.988	-1.0
0.486	1.05	-1.0
-0.0145	-1.15	-1.0
-0.6779999999999999	-1.32	-1.0
1.29	-0.499	-1.0
-0.11599999999999999	1.26	-1.0
1.1	-0.374	1.0
1.06	0.9129999999999999	-1.0
0.19	0.9690000000000001	1.0
-0.48700000000000004	-1.19	-1.0
-1.79	-1.46	1.0
-0.0388	-0.9840000000000001	-1.0
0.893	-0.327	1.0
1.38	-0.244	-1.0
1.01	-1.12	1.0
-1.58	-0.35200000000000004	1.0
1.52	-1.12	1.0
0.136	-1.49	-1.0
0.5379999999999999	-1.39	-1.0
-0.503	1.35	-1.0
-0.991	0.114	1.0
0.675	-1.53	-1.0
-0.581	-1.34	-1.0
-1.38	-1.08	1.0
-0.298	-0.823	-1.0
0.0919	-0.154	1.0
-1.01	1.21	-1.0
-1.89	-0.418	1.0
2.22	1.18	1.0
0.0608	-1.23	-1.0
0.677	1.03	-1.0
0.6409999999999999	1.72	1.0
-0.539	0.648	1.0
0.934	0.358	-1.0
0.0105	-1.26	-1.0
-0.86	-1.27	-1.0
0.883	-1.0	1.0
2.32	1.3	1.0
-0.5660000000000001	-1.62	-1.0
-1.25	-1.14	1.0
2.69	1.12	1.0
-0.529	-1.22	-1.0
1.39	1.52	1.0
1.21	-0.132	-1.0
0.126	-1.08	-1.0
-0.9670000000000001	1.22	-1.0
-0.121	-0.498	1.0
1.4	0.43	-1.0
0.9940000000000001	0.348	-1.0
-0.193	-0.28800000000000003	1.0
-0.545	-1.31	-1.0
1.06	-0.23199999999999998	-1.0
1.06	0.763	-1.0
0.6459999999999999	1.23	-1.0
0.6729999999999999	1.07	-1.0
-0.512	-0.9540000000000001	-1.0
-0.701	1.17	-1.0
-0.9570000000000001	0.848	1.0
-0.6759999999999999	0.797	-1.0
1.47	-0.0839	-1.0
0.514	0.715	-1.0
-0.451	-1.34	-1.0
-0.484	0.615	1.0
1.17	0.868	-1.0
1.2	0.318	-1.0
-0.795	0.276	1.0
-0.0006889999999999999	2.0	1.0
-2.06	-0.332	-1.0
1.42	-1.1	1.0
1.07	0.6459999999999999	-1.0
-0.285	1.39	-1.0
0.0524	-0.853	-1.0
1.81	-0.0547	-1.0
-0.379	0.638	1.0
-1.14	1.16	-1.0
0.878	-0.856	1.0
-1.08	1.19	-1.0
0.13	-0.469	1.0
0.22399999999999998	1.57	1.0
2.13	1.16	1.0
-0.604	-1.2	-1.0
-0.109	-1.32	-1.0
0.0803	-1.15	-1.0
0.38299999999999995	-0.987	-1.0
0.799	-0.8340000000000001	1.0
0.866	0.612	-1.0
0.897	0.294	-1.0
2.46	1.21	1.0
-0.267	1.37	-1.0
2.04	-0.462	-1.0
-1.17	-0.556	1.0
-1.49	0.555	-1.0
1.08	-1.76	1.0
2.03	0.9840000000000001	1.0
1.17	1.28	-1.0
-0.44799999999999995	0.91	-1.0
1.07	0.573	-1.0
1.05	0.7759999999999999	-1.0
1.2	0.0691	-1.0
-0.973	0.7120000000000001	-1.0
0.0399	-1.28	-1.0
-0.522	0.20600000000000002	1.0
1.46	-1.61	1.0
-0.912	1.34	-1.0
-0.375	-1.39	-1.0
-0.11699999999999999	1.47	-1.0
0.38799999999999996	0.863	-1.0
-1.53	0.0251	1.0
1.38	1.27	-1.0
0.237	-1.26	-1.0
1.63	-2.16	1.0
-0.14800000000000002	1.6	-1.0
0.159	0.586	1.0
0.262	-0.5379999999999999	1.0
-1.83	-0.9640000000000001	1.0
-1.65	-0.731	1.0
0.737	-0.183	1.0
0.711	0.787	-1.0
0.953	1.14	1.0
-0.284	-1.02	-1.0
1.47	-1.29	1.0
-0.89	-1.18	1.0
1.7	0.157	-1.0
-0.451	0.723	1.0
-0.499	-0.858	-1.0
-0.515	0.625	1.0
1.16	0.7759999999999999	-1.0
-1.55	-0.132	1.0
-0.325	0.38799999999999996	1.0
0.37200000000000005	-0.809	-1.0
0.335	1.99	-1.0
-0.595	0.625	1.0
-1.03	-0.95	1.0
0.452	1.95	1.0
0.6559999999999999	1.25	-1.0
-0.872	-0.461	1.0
0.425	0.0454	1.0
-1.24	0.7879999999999999	-1.0
0.524	0.28300000000000003	1.0
0.83	0.6920000000000001	-1.0
0.34700000000000003	-0.242	1.0
1.29	0.622	-1.0
-0.106	0.552	1.0
-0.353	-0.836	-1.0
-1.28	-0.00494	1.0
-0.172	-0.6759999999999999	1.0
0.303	-1.18	-1.0
0.455	-0.8690000000000001	1.0
-0.9640000000000001	-1.17	-1.0
-1.85	-0.467	1.0
0.632	1.45	1.0
0.552	-0.19899999999999998	1.0
2.14	-0.45299999999999996	-1.0
-0.688	0.7090000000000001	1.0
-0.0708	0.439	1.0
0.177	-1.37	-1.0
-0.135	0.136	1.0
-0.28800000000000003	0.385	1.0
-0.9740000000000001	-0.818	1.0
-0.511	-0.7340000000000001	-1.0
0.449	0.648	-1.0
-1.51	-0.193	1.0
0.565	1.56	1.0
1.19	0.19	-1.0
-1.13	-0.622	1.0
0.6509999999999999	-1.08	-1.0
-0.542	1.12	-1.0
1.57	0.171	-1.0
1.09	-0.5379999999999999	1.0
-0.39899999999999997	1.3	-1.0
1.36	-1.06	1.0
0.614	-0.705	1.0
0.823	-0.248	1.0
0.894	-0.992	1.0
-0.731	-0.9059999999999999	-1.0
0.017	-1.26	-1.0
-0.48700000000000004	-1.13	-1.0
-1.03	0.27699999999999997	1.0
0.816	0.762	-1.0
1.03	1.61	-1.0
0.889	-0.5660000000000001	1.0
1.2	-0.9440000000000001	1.0
-0.375	1.36	-1.0
1.46	1.69	1.0
0.5870000000000001	0.322	1.0
0.985	1.16	-1.0
1.11	-0.47600000000000003	1.0
1.18	-0.789	-1.0
0.386	1.92	-1.0
-1.29	-1.03	1.0
0.9209999999999999	0.3	-1.0
-0.835	-1.04	-1.0
-1.04	-1.42	-1.0
-0.35600000000000004	-1.16	-1.0
0.74	0.203	1.0
-0.879	-0.975	-1.0
-0.603	1.3	-1.0
-1.05	-0.4	1.0
-0.501	-1.43	-1.0
0.501	0.0251	1.0
-0.55	-1.07	-1.0
0.133	2.04	1.0
1.5	0.541	-1.0
-0.741	0.9790000000000001	-1.0
0.764	0.381	1.0
1.02	-0.5489999999999999	1.0
1.23	2.19	-1.0
0.4	-1.39	-1.0
-0.16699999999999998	-0.633	1.0
0.995	-1.63	1.0
0.42200000000000004	2.33	-1.0
0.45	1.6	-1.0
0.115	1.41	1.0
0.00914	0.431	1.0
-0.992	1.4	-1.0
-0.95	0.14400000000000002	1.0
0.297	-1.11	1.0
0.953	0.7190000000000001	-1.0
-0.6829999999999999	0.419	1.0
0.44	-0.778	-1.0
-0.785	-1.11	-1.0
0.182	-0.0823	1.0
1.32	-1.23	1.0
-0.762	-1.11	-1.0
0.977	-1.01	1.0
0.395	-1.04	-1.0
-1.16	1.03	-1.0
0.7859999999999999	0.945	-1.0
-0.0267	-1.09	-1.0
-1.39	1.09	-1.0
1.88	-0.141	-1.0
-1.81	0.0758	1.0
-0.0931	1.52	-1.0
-0.0677	-0.39399999999999996	1.0
-0.544	-0.773	-1.0
0.175	-0.345	1.0
-1.07	-0.456	1.0
0.534	-0.763	1.0
-0.737	-0.617	-1.0
-0.29100000000000004	-0.858	-1.0
-0.753	-1.25	-1.0
0.875	1.82	1.0
0.518	1.41	-1.0
0.0526	-1.31	-1.0
-0.0198	-1.22	-1.0
0.28	0.429	1.0
1.19	-1.33	1.0
-0.9259999999999999	0.6940000000000001	-1.0
1.3	-1.28	1.0
1.46	-1.32	1.0
0.475	-0.381	1.0
0.685	0.546	-1.0
-1.33	-0.0457	1.0
-0.943	-1.26	-1.0
0.226	-1.02	-1.0
0.971	0.64	-1.0
0.49	-0.0477	1.0
-0.34299999999999997	-1.39	-1.0
0.301	-0.9279999999999999	-1.0
0.34299999999999997	-1.14	-1.0
-0.625	-1.14	-1.0
2.2	0.935	1.0
-0.429	1.13	-1.0
-0.7609999999999999	-1.44	-1.0
-0.409	0.349	1.0
1.07	-1.38	1.0
0.209	-0.455	1.0
0.521	0.375	1.0
0.575	1.42	1.0
-1.23	-1.15	1.0
1.11	0.9890000000000001	-1.0
-0.595	1.09	-1.0
1.2	0.361	-1.0
-0.629	0.809	1.0
1.15	-1.01	1.0
0.23800000000000002	-0.551	1.0
-1.02	0.409	1.0
